Time (sec)," ""R1 R1"""," ""R2 R1"""," ""R3 R1"""," ""R4 R1"""," ""R5 R1"""," ""R6 R1"""," ""R7 R1"""," ""R8 R1"""," ""R9 R1"""," ""R10 R1"""," ""R11 R1"""," ""R12 R1"""," ""R13 R1"""," ""R14 R1"""," ""R15 R1"""," ""R16 R1"""," ""R17 R1"""," ""R18 R1"""," ""R19 R1"""," ""R20 R1"""," ""R21 R1"""," ""R22 R1"""," ""R23 R1"""," ""R24 R1"""," ""R25 R1"""," ""R26 R1"""," ""R27 R1""",LED 5 s,LED 10 s,LED 2.5 s,LED 1 s,,
1112.28,0.217362,0.213764,0.211904,0.224169,0.185168,0.192159,0.179927,0.180997,0.167164,0.187404,0.181376,0.17201,0.187049,0.173757,0.185405,0.194429,0.17909,0.185916,0.173487,0.164422,0.17674,0.176874,0.187893,0.194301,0.174071,0.19169,0.18633,0,0,0,0,,
1114.28,0.217961,0.214415,0.211411,0.223044,0.185695,0.193144,0.179451,0.180462,0.167016,0.189487,0.182122,0.170543,0.186503,0.172239,0.187025,0.194477,0.179091,0.185882,0.173797,0.162423,0.176881,0.175993,0.188858,0.195034,0.173812,0.193463,0.186746,0,0,0,0,,
1116.28,0.218488,0.219998,0.21571,0.227126,0.187385,0.195805,0.182794,0.183691,0.169794,0.191245,0.185119,0.174136,0.18877,0.172457,0.188566,0.19921,0.181395,0.187028,0.177661,0.166777,0.179888,0.179117,0.191442,0.200273,0.175636,0.196319,0.188496,0,0,0,0,,
1118.28,0.221181,0.218141,0.21453,0.226796,0.187356,0.196403,0.182479,0.183015,0.169761,0.192086,0.184929,0.174618,0.189838,0.174708,0.187989,0.19763,0.180611,0.188219,0.176285,0.167205,0.179673,0.180399,0.190265,0.201381,0.175204,0.192687,0.189975,0,0,0,0,,
1120.28,0.222559,0.217766,0.213755,0.229028,0.187306,0.196769,0.183407,0.184023,0.171455,0.191946,0.185254,0.174486,0.190314,0.175842,0.188089,0.200876,0.183588,0.188181,0.178303,0.165614,0.180992,0.178657,0.191674,0.20303,0.176866,0.194513,0.190277,0,0,0,0,,
1122.28,0.220064,0.215542,0.21078,0.228356,0.187292,0.196928,0.182786,0.183609,0.171686,0.190024,0.18433,0.172592,0.187899,0.174148,0.187262,0.200037,0.181411,0.186831,0.175959,0.164357,0.180911,0.177943,0.189742,0.203699,0.174661,0.192629,0.188265,0,0,0,0,,
1124.28,0.220788,0.219452,0.213716,0.228668,0.187881,0.198441,0.185695,0.184214,0.17029,0.19219,0.186458,0.174011,0.190549,0.176754,0.188823,0.203556,0.180321,0.188922,0.178021,0.166804,0.180473,0.179368,0.191969,0.205789,0.177716,0.19648,0.190688,0,0,0,0,,
1126.28,0.223566,0.219228,0.21446,0.228656,0.190099,0.197264,0.184948,0.185381,0.171878,0.194124,0.186764,0.175158,0.19211,0.176186,0.189296,0.206113,0.184073,0.191664,0.179758,0.169259,0.183023,0.181527,0.192933,0.207912,0.179061,0.197322,0.19176,0,0,0,0,,
1128.28,0.231426,0.231265,0.221522,0.237744,0.196481,0.20504,0.191132,0.192901,0.178499,0.198797,0.194002,0.181996,0.198723,0.182493,0.195623,0.211397,0.187578,0.19729,0.185918,0.173789,0.18849,0.186313,0.198983,0.215289,0.186056,0.201978,0.197774,0,0,0,0,,
1130.28,0.231418,0.228652,0.223224,0.23784,0.195356,0.205055,0.191272,0.191532,0.177582,0.20039,0.193686,0.182093,0.197515,0.184426,0.196644,0.21385,0.18834,0.197453,0.187102,0.173325,0.187573,0.185066,0.197901,0.213767,0.18429,0.202941,0.198813,0,0,0,0,,
1132.28,0.233279,0.232291,0.226228,0.240412,0.198789,0.207769,0.191222,0.19266,0.17832,0.202121,0.194981,0.183452,0.199096,0.183197,0.198139,0.215008,0.187669,0.198522,0.185539,0.175404,0.18888,0.188627,0.200303,0.214278,0.184766,0.202986,0.198775,0,0,0,0,,
1134.28,0.228003,0.225411,0.220732,0.235611,0.193517,0.202578,0.186797,0.188954,0.175076,0.194173,0.191954,0.181227,0.196058,0.180024,0.193042,0.211591,0.182312,0.19333,0.181739,0.170489,0.185945,0.18718,0.195894,0.208832,0.180721,0.200062,0.191216,0,0,0,0,,
1136.28,0.226448,0.224967,0.221303,0.234615,0.194305,0.202329,0.188378,0.188128,0.175317,0.19652,0.191765,0.178286,0.196388,0.180624,0.193122,0.210136,0.184028,0.195173,0.181318,0.170302,0.186067,0.18686,0.196141,0.207128,0.18182,0.199632,0.190949,0,0,0,0,,
1138.28,0.235226,0.232717,0.225882,0.240208,0.199934,0.209513,0.194382,0.194887,0.180173,0.204767,0.196898,0.185761,0.201729,0.185449,0.198991,0.214642,0.186712,0.201386,0.188241,0.177497,0.191444,0.194104,0.202561,0.212623,0.187861,0.206294,0.198607,0,0,0,0,,
1140.28,0.232275,0.2288,0.224041,0.238094,0.195213,0.205184,0.192398,0.190805,0.179065,0.199211,0.194083,0.18347,0.199315,0.183608,0.196527,0.209656,0.183757,0.197655,0.183748,0.17351,0.190173,0.191245,0.199975,0.207315,0.183271,0.20246,0.193155,0,0,0,0,,
1142.28,0.230399,0.226921,0.220154,0.236924,0.196021,0.20354,0.190191,0.189774,0.176929,0.198872,0.193175,0.180427,0.196164,0.180821,0.195041,0.206627,0.182921,0.195301,0.184483,0.174763,0.187548,0.189307,0.197393,0.205396,0.182138,0.201032,0.189343,0,0,0,0,,
1144.28,0.228543,0.227709,0.223849,0.237454,0.195127,0.204954,0.191172,0.190698,0.177064,0.199907,0.192814,0.182459,0.196679,0.179569,0.194149,0.206142,0.183759,0.196833,0.185597,0.172131,0.187416,0.189609,0.198453,0.203492,0.181789,0.201286,0.190526,0,0,0,0,,
1146.28,0.227624,0.224924,0.218461,0.234157,0.19312,0.203377,0.189261,0.188723,0.174174,0.198479,0.190569,0.17882,0.195438,0.179096,0.193065,0.202708,0.180835,0.193467,0.182718,0.171897,0.18574,0.187169,0.197548,0.200475,0.180677,0.200607,0.186346,0,0,0,0,,
1148.28,0.229602,0.226796,0.221985,0.236419,0.194474,0.203676,0.188285,0.18999,0.175527,0.199502,0.191019,0.179549,0.194783,0.180289,0.192647,0.200762,0.18131,0.194736,0.182454,0.170749,0.186814,0.187927,0.197522,0.199539,0.18043,0.20099,0.188703,0,0,0,0,,
1150.28,0.227111,0.226732,0.219484,0.234322,0.192795,0.202942,0.188257,0.187706,0.17585,0.196197,0.189399,0.177051,0.195307,0.177745,0.192346,0.199537,0.179558,0.192809,0.182445,0.169408,0.186259,0.185362,0.196466,0.196977,0.178569,0.197264,0.187429,0,0,0,0,,
1152.28,0.228786,0.226482,0.222491,0.233874,0.195345,0.203103,0.189927,0.187551,0.174373,0.196217,0.190016,0.180369,0.19548,0.181303,0.192949,0.199166,0.181998,0.19382,0.182282,0.171654,0.186135,0.18687,0.197657,0.198415,0.178225,0.200233,0.188631,0,0,0,0,,
1154.28,0.228502,0.225329,0.220639,0.233213,0.192144,0.202625,0.187657,0.18672,0.175471,0.195797,0.190172,0.178826,0.19479,0.178957,0.192316,0.196867,0.180514,0.192705,0.181666,0.173071,0.185085,0.185861,0.196671,0.193838,0.177889,0.202101,0.188109,0,0,0,0,,
1163.53,0.241353,0.239588,0.233553,0.252733,0.199499,0.208741,0.193629,0.195185,0.18001,0.203272,0.196969,0.194403,0.207,0.197474,0.19949,0.209124,0.210657,0.211265,0.193584,0.180139,0.196818,0.201196,0.236919,0.209522,0.186047,0.218534,0.214983,1,0,0,0,1155.21," ""LED 5 s"""
1165.53,0.23758,0.232915,0.22823,0.244141,0.195847,0.205595,0.191311,0.191629,0.178193,0.201883,0.192704,0.197236,0.206037,0.202966,0.195864,0.21118,0.218435,0.217219,0.192138,0.176904,0.197546,0.203726,0.240781,0.21219,0.182572,0.216766,0.214359,0,0,0,0,,
1167.53,0.233047,0.23068,0.226558,0.238815,0.194675,0.20421,0.190699,0.19205,0.175365,0.197704,0.192329,0.205077,0.205676,0.211912,0.192652,0.213472,0.212745,0.21516,0.194699,0.176469,0.195388,0.20472,0.234044,0.216348,0.18194,0.214374,0.210031,0,0,0,0,,
1169.53,0.234681,0.229147,0.226683,0.23899,0.194906,0.205332,0.190869,0.190126,0.177436,0.198339,0.192102,0.210911,0.208682,0.216142,0.193898,0.219986,0.209653,0.212235,0.195791,0.176906,0.196494,0.202874,0.22594,0.2232,0.18209,0.212476,0.205684,0,0,0,0,,
1171.53,0.229621,0.228448,0.223119,0.235644,0.193211,0.204523,0.188895,0.188771,0.177508,0.198294,0.191825,0.211179,0.207793,0.214922,0.193296,0.219622,0.204526,0.209461,0.193203,0.176474,0.198267,0.202141,0.219695,0.22206,0.181382,0.208893,0.202254,0,0,0,0,,
1173.53,0.229871,0.227238,0.222657,0.235936,0.193423,0.203641,0.189938,0.189109,0.174845,0.197873,0.19151,0.205842,0.208166,0.213868,0.192283,0.216757,0.202135,0.206406,0.192734,0.176639,0.197683,0.198214,0.214814,0.220512,0.181323,0.208772,0.196781,0,0,0,0,,
1176.09,0.23065,0.227678,0.221505,0.23549,0.193967,0.203831,0.188184,0.188514,0.176368,0.196766,0.190149,0.201714,0.208542,0.211833,0.19133,0.212586,0.195175,0.202074,0.1916,0.176265,0.199001,0.196991,0.209134,0.216625,0.180951,0.206098,0.194761,0,0,0,0,,
1178.09,0.230439,0.223435,0.220676,0.231512,0.192792,0.203736,0.186453,0.187826,0.174946,0.195601,0.189385,0.19668,0.208961,0.206165,0.192526,0.211026,0.191664,0.199634,0.191325,0.177928,0.200369,0.194457,0.205435,0.212497,0.180083,0.206036,0.193904,0,0,0,0,,
1180.44,0.228546,0.225141,0.219687,0.229812,0.191099,0.202416,0.186758,0.188282,0.176117,0.196152,0.189127,0.193331,0.206977,0.198492,0.190849,0.206821,0.187758,0.196726,0.187909,0.175356,0.199126,0.192309,0.202186,0.208096,0.181428,0.202552,0.190402,0,0,0,0,,
1182.53,0.226391,0.222829,0.219351,0.23196,0.192172,0.201242,0.187178,0.188414,0.17568,0.196706,0.190602,0.18945,0.205839,0.19606,0.191549,0.20462,0.185004,0.196535,0.18819,0.175571,0.196878,0.189182,0.199964,0.205829,0.177333,0.198139,0.191784,0,0,0,0,,
1184.53,0.225984,0.225705,0.218524,0.231914,0.192016,0.201332,0.187988,0.187217,0.17459,0.195641,0.189874,0.186542,0.205146,0.192777,0.190941,0.202731,0.183543,0.19444,0.186012,0.173726,0.197268,0.188446,0.197785,0.202982,0.177983,0.198883,0.189039,0,0,0,0,,
1186.53,0.227948,0.223026,0.216447,0.230715,0.192535,0.20053,0.187465,0.187728,0.174377,0.195678,0.190106,0.185589,0.203933,0.18865,0.1912,0.201268,0.179955,0.194294,0.184533,0.174532,0.195246,0.191283,0.196456,0.199835,0.17862,0.197104,0.186123,0,0,0,0,,
1188.53,0.225956,0.22485,0.217539,0.230453,0.191642,0.200666,0.185954,0.187039,0.175156,0.195877,0.189808,0.183571,0.203306,0.186226,0.190552,0.199506,0.178176,0.191667,0.184878,0.173524,0.191226,0.227936,0.197823,0.197781,0.178429,0.195947,0.185588,0,0,0,0,,
1190.53,0.226731,0.223678,0.217474,0.230295,0.192134,0.20133,0.187271,0.188102,0.173285,0.195054,0.19041,0.181892,0.201408,0.185827,0.188876,0.198951,0.176773,0.193273,0.184139,0.174881,0.192964,0.234762,0.196337,0.196797,0.178831,0.19959,0.1849,0,0,0,0,,
1192.53,0.225151,0.22401,0.218381,0.231269,0.19236,0.202493,0.187097,0.188265,0.174392,0.194857,0.190036,0.181517,0.201065,0.184408,0.189635,0.197785,0.176193,0.192855,0.184133,0.175814,0.191434,0.229546,0.197,0.195584,0.179182,0.199654,0.186661,0,0,0,0,,
1194.53,0.224868,0.22492,0.220513,0.234037,0.192425,0.203465,0.188748,0.188948,0.175788,0.196404,0.189244,0.179671,0.200866,0.184502,0.191907,0.197332,0.177602,0.192833,0.184016,0.174956,0.190012,0.220929,0.195037,0.195337,0.180567,0.202808,0.186537,0,0,0,0,,
1196.53,0.224092,0.221922,0.217871,0.231739,0.191167,0.200545,0.186902,0.186727,0.174426,0.193157,0.188404,0.177415,0.197836,0.182215,0.189298,0.194961,0.176246,0.191809,0.183717,0.173434,0.188021,0.211299,0.195417,0.19229,0.179705,0.199974,0.185423,0,0,0,0,,
1198.53,0.223932,0.222749,0.219042,0.231639,0.190763,0.200493,0.187351,0.188522,0.173061,0.194707,0.188981,0.179958,0.199222,0.181917,0.190181,0.195984,0.175767,0.191764,0.182237,0.172335,0.188495,0.20499,0.195153,0.193127,0.18137,0.200483,0.188205,0,0,0,0,,
1200.53,0.223611,0.2225,0.218392,0.231961,0.191909,0.201916,0.186869,0.187797,0.174931,0.195517,0.18986,0.17803,0.197163,0.181443,0.191947,0.195177,0.175942,0.191366,0.184131,0.173317,0.186825,0.198677,0.194648,0.19267,0.182592,0.201016,0.188004,0,0,0,0,,
1202.53,0.223609,0.22208,0.217063,0.232786,0.190555,0.200906,0.187639,0.186566,0.173518,0.194488,0.189225,0.175975,0.196441,0.179915,0.189637,0.192767,0.173745,0.190923,0.182952,0.172999,0.186402,0.194287,0.192869,0.190645,0.181676,0.198706,0.190069,0,0,0,0,,
1204.53,0.226059,0.223195,0.218342,0.231955,0.191683,0.201245,0.187222,0.187163,0.175173,0.195081,0.190085,0.176946,0.196913,0.17943,0.190226,0.194499,0.173926,0.192876,0.181863,0.174641,0.187414,0.192542,0.194281,0.191725,0.182362,0.201404,0.191835,0,0,0,0,,
1206.53,0.225002,0.222411,0.220614,0.233721,0.190604,0.200789,0.187383,0.1867,0.173879,0.194234,0.189371,0.176392,0.195288,0.17988,0.189152,0.192745,0.171292,0.191745,0.182576,0.171429,0.185654,0.189689,0.192825,0.190641,0.18164,0.20037,0.194626,0,0,0,0,,
1208.53,0.222846,0.222938,0.219784,0.231871,0.190968,0.203378,0.187786,0.187829,0.174483,0.195708,0.189221,0.176327,0.196482,0.179273,0.190333,0.191845,0.172506,0.192859,0.18242,0.172345,0.185746,0.187503,0.193415,0.190294,0.183669,0.202677,0.19563,0,0,0,0,,
1210.53,0.224248,0.226829,0.218617,0.232457,0.191156,0.200219,0.185506,0.187447,0.174204,0.195017,0.189617,0.176163,0.195314,0.179532,0.190689,0.194265,0.172846,0.191,0.183875,0.173231,0.185101,0.185909,0.193766,0.190494,0.184716,0.203119,0.19759,0,0,0,0,,
1212.53,0.223947,0.22371,0.220069,0.233395,0.191157,0.202025,0.18593,0.188749,0.175236,0.194425,0.189642,0.177154,0.194833,0.179929,0.190349,0.192108,0.173688,0.192197,0.182631,0.171582,0.185644,0.183929,0.193168,0.19105,0.184125,0.200054,0.199275,0,0,0,0,,
1214.53,0.224931,0.222216,0.219384,0.231892,0.19288,0.200877,0.187411,0.189485,0.173542,0.196485,0.189656,0.175479,0.196169,0.180927,0.189733,0.192683,0.171666,0.192239,0.18167,0.17255,0.184834,0.183933,0.192241,0.189975,0.183115,0.200593,0.198845,0,0,0,0,,
1216.53,0.225529,0.222677,0.220115,0.234089,0.19191,0.202567,0.188051,0.186856,0.174344,0.195478,0.188643,0.176346,0.196165,0.179669,0.189032,0.193594,0.172468,0.192152,0.183148,0.172326,0.184562,0.183088,0.192179,0.190869,0.183146,0.200636,0.19912,0,0,0,0,,
1218.53,0.222677,0.22076,0.219194,0.231087,0.190272,0.202957,0.188067,0.187679,0.174475,0.195079,0.188795,0.176713,0.19349,0.17918,0.190434,0.193526,0.172612,0.192524,0.181656,0.172525,0.184156,0.182722,0.192702,0.188979,0.183815,0.199438,0.201313,0,0,0,0,,
1220.53,0.224293,0.222935,0.219296,0.232494,0.190581,0.202978,0.1887,0.188819,0.174031,0.197511,0.190435,0.175658,0.197004,0.181199,0.190911,0.194306,0.172538,0.193235,0.182547,0.173967,0.186541,0.182624,0.193486,0.19059,0.185077,0.200366,0.198657,0,0,0,0,,
1222.53,0.22536,0.22391,0.21984,0.233872,0.192349,0.202072,0.185985,0.188997,0.173793,0.193215,0.189393,0.176804,0.194482,0.178811,0.191151,0.191837,0.171921,0.191722,0.181851,0.171655,0.183691,0.182363,0.192904,0.189779,0.183738,0.201052,0.199675,0,0,0,0,,
1224.53,0.223541,0.222214,0.2184,0.233699,0.190342,0.200228,0.18816,0.187232,0.174304,0.194656,0.188995,0.176195,0.195531,0.176444,0.190201,0.192277,0.171,0.190424,0.180634,0.171271,0.184567,0.181354,0.193827,0.188069,0.183902,0.198834,0.196456,0,0,0,0,,
1226.53,0.223771,0.224515,0.219003,0.232312,0.190021,0.200973,0.186695,0.188602,0.174485,0.193575,0.188724,0.175185,0.192334,0.177148,0.188989,0.192056,0.171352,0.191182,0.18133,0.171361,0.183774,0.179638,0.191792,0.189303,0.184435,0.20042,0.196264,0,0,0,0,,
1228.53,0.224442,0.222405,0.217221,0.232606,0.189304,0.20064,0.187419,0.186573,0.174079,0.194726,0.187642,0.175004,0.194685,0.176988,0.188897,0.190879,0.169942,0.190708,0.18127,0.169508,0.184187,0.179733,0.191932,0.188227,0.184193,0.198707,0.196131,0,0,0,0,,
1230.53,0.225454,0.224214,0.220835,0.233816,0.191945,0.201988,0.18761,0.188498,0.173675,0.195097,0.189779,0.176134,0.193547,0.179991,0.190291,0.192311,0.172405,0.191542,0.183154,0.172221,0.18583,0.181003,0.193775,0.189785,0.185821,0.198862,0.196628,0,0,0,0,,
1232.53,0.224195,0.223047,0.218249,0.232403,0.189986,0.20135,0.187313,0.188149,0.17459,0.194153,0.187491,0.175118,0.193101,0.177546,0.190065,0.193155,0.169722,0.191141,0.182624,0.171306,0.185905,0.180409,0.191445,0.188933,0.184761,0.199206,0.194986,0,0,0,0,,
1234.53,0.224561,0.222915,0.219736,0.232787,0.192161,0.202871,0.187981,0.189139,0.173859,0.195603,0.188306,0.175229,0.193222,0.179104,0.191101,0.192072,0.171215,0.191853,0.182792,0.17234,0.184753,0.180243,0.193602,0.18949,0.184789,0.199661,0.195058,0,0,0,0,,
1236.53,0.22506,0.22263,0.218895,0.232515,0.190547,0.200935,0.188471,0.18858,0.173068,0.196337,0.188527,0.176334,0.193685,0.178256,0.191878,0.193693,0.1712,0.191602,0.182676,0.171284,0.186037,0.181003,0.192681,0.189225,0.186356,0.200867,0.192326,0,0,0,0,,
1238.53,0.224453,0.225583,0.221267,0.23346,0.19048,0.20304,0.18705,0.189108,0.171982,0.196427,0.188592,0.175662,0.194861,0.179564,0.191071,0.193219,0.170646,0.191584,0.180108,0.171425,0.184433,0.180404,0.192879,0.188689,0.185944,0.200509,0.192791,0,0,0,0,,
1240.53,0.224818,0.223174,0.220888,0.233181,0.191445,0.20236,0.187371,0.188767,0.173244,0.193879,0.190206,0.176524,0.194179,0.179307,0.193378,0.19342,0.172961,0.192919,0.182462,0.171374,0.184713,0.181133,0.19286,0.188867,0.186802,0.200315,0.189137,0,0,0,0,,
1242.53,0.225415,0.225256,0.220798,0.232016,0.192056,0.202158,0.188591,0.18844,0.172578,0.196536,0.190076,0.176421,0.194582,0.179403,0.193585,0.194119,0.173159,0.191338,0.184841,0.17225,0.185092,0.180761,0.193136,0.18952,0.186623,0.202353,0.190951,0,0,0,0,,
1244.53,0.225288,0.22525,0.220802,0.233756,0.193353,0.204178,0.187887,0.18843,0.173231,0.194691,0.189164,0.176631,0.194729,0.180015,0.193939,0.193361,0.17132,0.193066,0.181045,0.172118,0.187605,0.180613,0.193181,0.189798,0.186305,0.202082,0.189703,0,0,0,0,,
1246.53,0.22365,0.223638,0.21904,0.232424,0.192493,0.201584,0.187885,0.187551,0.172732,0.19482,0.187662,0.174393,0.195248,0.178287,0.193797,0.192343,0.172427,0.191017,0.180568,0.170634,0.185855,0.179259,0.19231,0.188874,0.186472,0.199029,0.188826,0,0,0,0,,
1248.53,0.224829,0.224475,0.220093,0.230146,0.193076,0.201407,0.187907,0.18834,0.173437,0.195701,0.189305,0.176365,0.19556,0.177024,0.19432,0.195301,0.17143,0.192676,0.183183,0.171627,0.184939,0.18025,0.193156,0.191339,0.185793,0.200004,0.190017,0,0,0,0,,
1250.53,0.223823,0.225046,0.220301,0.231801,0.191035,0.203106,0.186211,0.187862,0.171549,0.196251,0.188285,0.176053,0.193937,0.178563,0.192815,0.193334,0.171663,0.19233,0.183408,0.17085,0.184943,0.180222,0.193843,0.189857,0.185724,0.198849,0.189607,0,0,0,0,,
1252.53,0.223486,0.22724,0.220162,0.233535,0.192343,0.202543,0.18883,0.189111,0.173498,0.195123,0.189437,0.17553,0.194157,0.177488,0.194728,0.194984,0.172068,0.194329,0.182363,0.172918,0.185113,0.18078,0.195107,0.19058,0.187072,0.198119,0.189737,0,0,0,0,,
1254.53,0.223114,0.226832,0.218814,0.231944,0.190689,0.201344,0.187528,0.187751,0.172689,0.195702,0.190358,0.175453,0.192424,0.178209,0.19415,0.194307,0.173502,0.193104,0.182492,0.171991,0.184182,0.182082,0.193583,0.190929,0.186139,0.197945,0.189761,0,0,0,0,,
1256.53,0.222939,0.227084,0.219916,0.230383,0.191728,0.201811,0.186914,0.1873,0.169951,0.19448,0.189168,0.176149,0.193581,0.179381,0.193639,0.195323,0.171161,0.193651,0.182882,0.173043,0.184756,0.181112,0.194062,0.189511,0.186557,0.197448,0.189329,0,0,0,0,,
1258.53,0.224197,0.225476,0.218901,0.232594,0.193419,0.203942,0.187316,0.187174,0.172384,0.195486,0.188563,0.175323,0.194201,0.17812,0.193999,0.196297,0.171392,0.192187,0.181865,0.17029,0.185231,0.179895,0.194348,0.190037,0.18828,0.195303,0.190132,0,0,0,0,,
1260.53,0.223485,0.224507,0.217413,0.229807,0.191288,0.200636,0.186137,0.187618,0.170407,0.195273,0.189693,0.174218,0.193189,0.178999,0.193959,0.193995,0.170721,0.192276,0.181419,0.170651,0.184671,0.180016,0.193591,0.190285,0.18666,0.194227,0.188991,0,0,0,0,,
1262.53,0.223919,0.224775,0.219565,0.230562,0.191717,0.203169,0.186336,0.186824,0.171668,0.193961,0.188704,0.176617,0.194785,0.177548,0.193499,0.194892,0.171299,0.195514,0.181328,0.169956,0.185426,0.18006,0.192954,0.189656,0.188762,0.195491,0.189441,0,0,0,0,,
1264.53,0.224652,0.225821,0.220466,0.232515,0.191705,0.2015,0.186465,0.187735,0.172206,0.194851,0.189261,0.17671,0.193098,0.177181,0.192471,0.194677,0.171022,0.191434,0.181831,0.1711,0.185984,0.179899,0.194591,0.19004,0.188888,0.195297,0.191018,0,0,0,0,,
1266.53,0.224303,0.225106,0.220913,0.232109,0.19274,0.201683,0.187206,0.186844,0.171861,0.194609,0.187705,0.175794,0.193788,0.177235,0.19377,0.195668,0.171784,0.191693,0.181072,0.170965,0.185703,0.180487,0.195287,0.190718,0.189899,0.195998,0.192232,0,0,0,0,,
1268.53,0.223522,0.225961,0.221494,0.232128,0.192327,0.201126,0.18779,0.18762,0.171283,0.196338,0.188736,0.174715,0.194385,0.177992,0.195296,0.196438,0.172086,0.192986,0.181732,0.173337,0.185245,0.179569,0.195828,0.191232,0.191442,0.196276,0.193495,0,0,0,0,,
1270.53,0.224654,0.224522,0.218765,0.231404,0.190974,0.202581,0.186839,0.188408,0.169531,0.19375,0.188319,0.174615,0.193155,0.1789,0.193139,0.196033,0.173349,0.192146,0.183032,0.170708,0.183812,0.180474,0.194981,0.190105,0.192714,0.197299,0.194587,0,0,0,0,,
1272.53,0.224541,0.22467,0.218129,0.231427,0.191218,0.202888,0.185966,0.187317,0.170857,0.195732,0.18918,0.174829,0.191695,0.177543,0.193428,0.196016,0.172924,0.192042,0.180449,0.171733,0.185693,0.179625,0.194991,0.190513,0.19362,0.198468,0.194033,0,0,0,0,,
1274.53,0.223969,0.226647,0.216086,0.23298,0.191246,0.203442,0.188816,0.188147,0.171609,0.194473,0.188547,0.1738,0.19421,0.17959,0.194387,0.196224,0.176661,0.194607,0.182168,0.171882,0.185669,0.18139,0.195969,0.191204,0.195128,0.201975,0.197633,0,0,0,0,,
1283.69,0.242657,0.240424,0.235201,0.253021,0.201279,0.213677,0.195417,0.198207,0.176968,0.20667,0.197829,0.186803,0.204211,0.190607,0.205398,0.240619,0.1929,0.21487,0.195397,0.180444,0.197927,0.192854,0.236528,0.231603,0.224601,0.21901,0.217403,1,0,0,0,1275.32," ""LED 5 s"""
1285.69,0.235356,0.237057,0.230912,0.245133,0.195312,0.206143,0.192956,0.193853,0.171645,0.200497,0.193679,0.183925,0.201271,0.188633,0.198781,0.236504,0.204739,0.219404,0.190193,0.17754,0.196247,0.188435,0.241728,0.242675,0.222217,0.213205,0.210649,0,0,0,0,,
1287.69,0.235987,0.235017,0.22726,0.243125,0.19566,0.204943,0.190503,0.191442,0.171339,0.199414,0.192228,0.183188,0.202127,0.186169,0.197559,0.230882,0.212182,0.218139,0.19248,0.176185,0.195098,0.187257,0.235245,0.235485,0.216254,0.21143,0.206027,0,0,0,0,,
1289.69,0.231159,0.231827,0.226159,0.240492,0.195398,0.205603,0.189672,0.190464,0.170852,0.197365,0.192419,0.182098,0.20392,0.185506,0.197234,0.222156,0.209795,0.213685,0.192593,0.176597,0.193692,0.187561,0.226172,0.22605,0.213896,0.208408,0.200773,0,0,0,0,,
1291.69,0.229443,0.229749,0.224925,0.237634,0.195218,0.204518,0.191614,0.192239,0.172701,0.198636,0.191693,0.182177,0.203294,0.186732,0.197418,0.215718,0.210197,0.207822,0.192828,0.175247,0.194477,0.188208,0.220182,0.219271,0.206875,0.208298,0.197835,0,0,0,0,,
1293.69,0.228023,0.231649,0.222569,0.234343,0.195321,0.203743,0.189675,0.190274,0.171066,0.19909,0.190454,0.182135,0.203876,0.185182,0.197826,0.210666,0.203967,0.204832,0.195074,0.177019,0.195462,0.187025,0.214703,0.213053,0.202483,0.203738,0.195396,0,0,0,0,,
1295.69,0.228983,0.230568,0.222047,0.235206,0.193885,0.204149,0.188278,0.19018,0.171238,0.198749,0.191395,0.182285,0.203348,0.186059,0.196944,0.205175,0.200182,0.202124,0.193451,0.175102,0.192938,0.187268,0.209156,0.208401,0.199273,0.203343,0.192897,0,0,0,0,,
1297.69,0.227729,0.229833,0.220101,0.234426,0.194742,0.203865,0.189694,0.190173,0.171403,0.197459,0.190079,0.180282,0.202547,0.183233,0.196925,0.203002,0.196148,0.199844,0.195153,0.175179,0.193514,0.185074,0.206934,0.205279,0.194572,0.199054,0.189274,0,0,0,0,,
1299.69,0.2279,0.229452,0.221259,0.234359,0.194994,0.202903,0.188694,0.192718,0.170095,0.199542,0.19196,0.17992,0.202785,0.183848,0.19704,0.201425,0.193834,0.199977,0.194819,0.176533,0.193414,0.187148,0.205405,0.202858,0.194738,0.198693,0.191437,0,0,0,0,,
1301.69,0.224368,0.228852,0.222002,0.233998,0.195445,0.204154,0.190443,0.192114,0.171772,0.197281,0.19149,0.180782,0.19948,0.183498,0.197087,0.199232,0.189788,0.19815,0.195127,0.175162,0.192324,0.186057,0.202094,0.200051,0.191752,0.196783,0.189694,0,0,0,0,,
1303.69,0.225018,0.226932,0.221073,0.23411,0.194367,0.204381,0.187593,0.190501,0.16848,0.199158,0.191054,0.17885,0.200015,0.182323,0.197541,0.197208,0.18746,0.195423,0.192661,0.175757,0.190346,0.185106,0.200029,0.196456,0.187944,0.197469,0.188065,0,0,0,0,,
1305.69,0.22387,0.227542,0.218224,0.233431,0.19378,0.205072,0.188643,0.190625,0.16931,0.196295,0.189408,0.18053,0.199486,0.181932,0.196197,0.196459,0.18578,0.196027,0.192494,0.175006,0.190608,0.183808,0.197471,0.195322,0.188203,0.195672,0.187273,0,0,0,0,,
1307.69,0.224849,0.227254,0.220014,0.232107,0.194388,0.204087,0.189166,0.190472,0.169273,0.197803,0.191488,0.179377,0.198239,0.180551,0.197678,0.195888,0.183466,0.195715,0.191626,0.17483,0.19062,0.185365,0.197827,0.195087,0.188552,0.194091,0.187418,0,0,0,0,,
